iso2c,countryname,year,edate,edate_lag,elec_id,elec_id_lag,parlgov_election_id,parlgov_election_id_lag,incoming_cabinet,incoming_cabinet_name,incoming_caretaker,incoming_minority_cabinet,incoming_president,outgoing_cabinet_lag,outgoing_cabinet_name_lag,outgoing_caretaker_lag,outgoing_minority_cabinet_lag,outgoing_president,cmp_pres,survey_pres,party,party_harmonized,map_vote,map_lr,party_name,partyabbrev,parfam,parfam_harmonized,vote_share,vote_share_lag,parlgov_id_1,parlgov_id_2,parlgov_id_3,parlgov_id_4,parlgov_parfam_1,parlgov_parfam_2,parlgov_parfam_3,parlgov_parfam_4,parlgov_vote_share_1,parlgov_vote_share_lag_1,parlgov_vote_share_2,parlgov_vote_share_lag_2,parlgov_vote_share_3,parlgov_vote_share_lag_3,parlgov_vote_share_4,parlgov_vote_share_lag_4,parlgov_vote_share,parlgov_vote_share_lag,gender_partyleader,gender_partyleader_lag,incoming_cabinet_party,incoming_prime_minister,incoming_support,outgoing_cabinet_party_lag,outgoing_prime_minister_lag,outgoing_support_lag,aux_cabinet_party,aux_cabinet_party_lag,aux_prime_minister,aux_prime_minister_lag,aux_minority,aux_cyid
CH,Switzerland,1999,1999-10-24,1995-10-22,CH-1999-10,CH-1995-10,427,105,198,Bundesrat 1999,0,0,NA,38,Bundesrat 1995,0,0,NA,0,0,43110,43110,14,I,Green Party of Switzerland,GPS/PES,eco ecologist,eco,0.05,0.05,141,NA,NA,NA,eco,NA,NA,NA,0.05,0.05,NA,NA,NA,NA,NA,NA,0.05,0.05,2,2,0,0,0,0,0,0,Junior Partner,Junior Partner,0,0,2,CH.1999
CH,Switzerland,1999,1999-10-24,1995-10-22,CH-1999-10,CH-1995-10,427,105,198,Bundesrat 1999,0,0,NA,38,Bundesrat 1995,0,0,NA,0,0,NA,43220,9,H,Swiss Party of Labour,NA,NA,lef,0.0096,0.0121,1167,NA,NA,NA,lef,NA,NA,NA,0.01,0.012,NA,NA,NA,NA,NA,NA,0.01,0.012,NA,NA,0,0,0,0,0,0,Extra-parliamentary,Extra-parliamentary,0,0,2,CH.1999
CH,Switzerland,1999,1999-10-24,1995-10-22,CH-1999-10,CH-1995-10,427,105,198,Bundesrat 1999,0,0,NA,38,Bundesrat 1995,0,0,NA,0,0,43320,43320,3,C,"Sozialdemokratische Partei der Schweiz ""Parti Socialiste Suisse""",SPS/PSS,soc social democratic,soc,0.225,0.218,35,NA,NA,NA,soc,NA,NA,NA,0.225,0.218,NA,NA,NA,NA,NA,NA,0.225,0.218,1,2,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.1999
CH,Switzerland,1999,1999-10-24,1995-10-22,CH-1999-10,CH-1995-10,427,105,198,Bundesrat 1999,0,0,NA,38,Bundesrat 1995,0,0,NA,0,0,43321,43321,6,F,Independents' Alliance,LdU/AdI,soc social democratic,soc,0.007,0.018,1264,NA,NA,NA,soc,NA,NA,NA,0.007,0.018,NA,NA,NA,NA,NA,NA,0.007,0.018,2,1,0,0,0,0,0,0,Junior Partner,Junior Partner,0,0,2,CH.1999
CH,Switzerland,1999,1999-10-24,1995-10-22,CH-1999-10,CH-1995-10,427,105,198,Bundesrat 1999,0,0,NA,38,Bundesrat 1995,0,0,NA,0,0,43420,43420,1,A,"Freisinnig-Demokratische Partei der Schweiz ""Parti Radical-Democratique Suisse""",FDP/PRD,lib liberal,lib,0.199,0.202,26,NA,NA,NA,lib,NA,NA,NA,0.199,0.202,NA,NA,NA,NA,NA,NA,0.199,0.202,2,2,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.1999
CH,Switzerland,1999,1999-10-24,1995-10-22,CH-1999-10,CH-1995-10,427,105,198,Bundesrat 1999,0,0,NA,38,Bundesrat 1995,0,0,NA,0,0,43520,43520,2,B,"Katholische Konservative / Christlichdemokratische Volkspartei ""Conservateurs catholiques / Parti démocrate-chrétien""",CVP/PDC,chr christian democrat,mrp,0.159,0.168,531,NA,NA,NA,mrp,NA,NA,NA,0.159,0.168,NA,NA,NA,NA,NA,NA,0.159,0.168,2,2,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.1999
CH,Switzerland,1999,1999-10-24,1995-10-22,CH-1999-10,CH-1995-10,427,105,198,Bundesrat 1999,0,0,NA,38,Bundesrat 1995,0,0,NA,0,0,43530,43530,7,G,Evangelical People's Party,EVP/PEV,chr christian democrat,mrp,0.018,0.018,602,NA,NA,NA,mrp,NA,NA,NA,0.018,0.018,NA,NA,NA,NA,NA,NA,0.018,0.018,1,1,0,0,0,0,0,0,Junior Partner,Junior Partner,0,0,2,CH.1999
CH,Switzerland,1999,1999-10-24,1995-10-22,CH-1999-10,CH-1995-10,427,105,198,Bundesrat 1999,0,0,NA,38,Bundesrat 1995,0,0,NA,0,0,43710,43710,16,NA,National Action for People and Fatherland,SD/DS,nat nationalist,nat,0.018,0.031,628,NA,NA,NA,nat,NA,NA,NA,0.018,0.031,NA,NA,NA,NA,NA,NA,0.018,0.031,2,2,0,0,0,0,0,0,Junior Partner,Junior Partner,0,0,2,CH.1999
CH,Switzerland,1999,1999-10-24,1995-10-22,CH-1999-10,CH-1995-10,427,105,198,Bundesrat 1999,0,0,NA,38,Bundesrat 1995,0,0,NA,0,0,43711,43711,17,NA,Federal Democratic Union of Switzerland,EDU/UDF,NA,nat,0.01252,0.0131,1318,NA,NA,NA,mrp,NA,NA,NA,0.013,0.013,NA,NA,NA,NA,NA,NA,0.013,0.013,NA,NA,0,0,0,0,0,0,Extra-parliamentary,Extra-parliamentary,0,0,2,CH.1999
CH,Switzerland,1999,1999-10-24,1995-10-22,CH-1999-10,CH-1995-10,427,105,198,Bundesrat 1999,0,0,NA,38,Bundesrat 1995,0,0,NA,0,0,43810,43810,4,D,Swiss People's Party,SVP/UDC,agr agrarian,nat,0.226,0.149,750,NA,NA,NA,agr,NA,NA,NA,0.225,0.149,NA,NA,NA,NA,NA,NA,0.225,0.149,2,2,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.1999
CH,Switzerland,1999,1999-10-24,1995-10-22,CH-1999-10,CH-1995-10,427,105,198,Bundesrat 1999,0,0,NA,38,Bundesrat 1995,0,0,NA,0,0,43951,43951,18,K,Swiss Motorists' Party,FPS,sip special issue,sip,0.009,0.04,1602,NA,NA,NA,nat,NA,NA,NA,0.0085,0.04,NA,NA,NA,NA,NA,NA,0.0085,0.04,2,2,NA,NA,NA,NA,NA,NA,Junior Partner,Junior Partner,0,0,2,CH.1999
CH,Switzerland,2003,2003-10-19,1999-10-24,CH-2003-10,CH-1999-10,206,427,855,Bundesrat 2003,0,0,NA,198,Bundesrat 1999,0,0,NA,0,0,43110,43110,14,I,Green Party of Switzerland,GPS/PES,eco ecologist,eco,0.074,0.05,141,NA,NA,NA,eco,NA,NA,NA,0.074,0.05,NA,NA,NA,NA,NA,NA,0.074,0.05,1,2,0,0,0,0,0,0,Junior Partner,Junior Partner,0,0,2,CH.2003
CH,Switzerland,2003,2003-10-19,1999-10-24,CH-2003-10,CH-1999-10,206,427,855,Bundesrat 2003,0,0,NA,198,Bundesrat 1999,0,0,NA,0,0,NA,43220,9,H,Swiss Party of Labour,NA,NA,lef,0.00891,0.0096,1167,NA,NA,NA,lef,NA,NA,NA,0.007,0.01,NA,NA,NA,NA,NA,NA,0.007,0.01,NA,NA,0,0,0,0,0,0,Extra-parliamentary,Extra-parliamentary,0,0,2,CH.2003
CH,Switzerland,2003,2003-10-19,1999-10-24,CH-2003-10,CH-1999-10,206,427,855,Bundesrat 2003,0,0,NA,198,Bundesrat 1999,0,0,NA,0,0,43320,43320,3,C,"Sozialdemokratische Partei der Schweiz ""Parti Socialiste Suisse""",SPS/PSS,soc social democratic,soc,0.233,0.225,35,NA,NA,NA,soc,NA,NA,NA,0.233,0.225,NA,NA,NA,NA,NA,NA,0.233,0.225,1,1,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.2003
CH,Switzerland,2003,2003-10-19,1999-10-24,CH-2003-10,CH-1999-10,206,427,855,Bundesrat 2003,0,0,NA,198,Bundesrat 1999,0,0,NA,0,0,43420,43420,1,A,"Freisinnig-Demokratische Partei der Schweiz ""Parti Radical-Democratique Suisse""",FDP/PRD,lib liberal,lib,0.173,0.199,26,NA,NA,NA,lib,NA,NA,NA,0.173,0.199,NA,NA,NA,NA,NA,NA,0.173,0.199,1,2,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.2003
CH,Switzerland,2003,2003-10-19,1999-10-24,CH-2003-10,CH-1999-10,206,427,855,Bundesrat 2003,0,0,NA,198,Bundesrat 1999,0,0,NA,0,0,43520,43520,2,B,"Katholische Konservative / Christlichdemokratische Volkspartei ""Conservateurs catholiques / Parti démocrate-chrétien""",CVP/PDC,chr christian democrat,mrp,0.144,0.159,531,NA,NA,NA,mrp,NA,NA,NA,0.144,0.159,NA,NA,NA,NA,NA,NA,0.144,0.159,2,2,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.2003
CH,Switzerland,2003,2003-10-19,1999-10-24,CH-2003-10,CH-1999-10,206,427,855,Bundesrat 2003,0,0,NA,198,Bundesrat 1999,0,0,NA,0,0,43530,43530,7,G,Evangelical People's Party,EVP/PEV,chr christian democrat,mrp,0.023,0.018,602,NA,NA,NA,mrp,NA,NA,NA,0.023,0.018,NA,NA,NA,NA,NA,NA,0.023,0.018,1,1,0,0,0,0,0,0,Junior Partner,Junior Partner,0,0,2,CH.2003
CH,Switzerland,2003,2003-10-19,1999-10-24,CH-2003-10,CH-1999-10,206,427,855,Bundesrat 2003,0,0,NA,198,Bundesrat 1999,0,0,NA,0,0,43710,43710,16,NA,National Action for People and Fatherland,SD/DS,nat nationalist,nat,0.01,0.018,628,NA,NA,NA,nat,NA,NA,NA,0.01,0.018,NA,NA,NA,NA,NA,NA,0.01,0.018,2,2,0,0,0,0,0,0,Junior Partner,Junior Partner,0,0,2,CH.2003
CH,Switzerland,2003,2003-10-19,1999-10-24,CH-2003-10,CH-1999-10,206,427,855,Bundesrat 2003,0,0,NA,198,Bundesrat 1999,0,0,NA,0,0,43711,43711,17,NA,Federal Democratic Union of Switzerland,EDU/UDF,NA,nat,0.01252,0.01252,1318,NA,NA,NA,mrp,NA,NA,NA,0.013,0.013,NA,NA,NA,NA,NA,NA,0.013,0.013,NA,NA,0,0,0,0,0,0,Extra-parliamentary,Extra-parliamentary,0,0,2,CH.2003
CH,Switzerland,2003,2003-10-19,1999-10-24,CH-2003-10,CH-1999-10,206,427,855,Bundesrat 2003,0,0,NA,198,Bundesrat 1999,0,0,NA,0,0,43810,43810,4,D,Swiss People's Party,SVP/UDC,agr agrarian,nat,0.267,0.226,750,NA,NA,NA,agr,NA,NA,NA,0.267,0.225,NA,NA,NA,NA,NA,NA,0.267,0.225,2,2,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.2003
CH,Switzerland,2003,2003-10-19,1999-10-24,CH-2003-10,CH-1999-10,206,427,855,Bundesrat 2003,0,0,NA,198,Bundesrat 1999,0,0,NA,0,0,43951,43951,18,K,Swiss Motorists' Party,FPS,sip special issue,sip,0.002,0.009,1602,NA,NA,NA,nat,NA,NA,NA,0.002,0.0085,NA,NA,NA,NA,NA,NA,0.002,0.0085,2,2,NA,NA,NA,NA,NA,0,Junior Partner,Junior Partner,0,0,2,CH.2003
CH,Switzerland,2007,2007-10-21,2003-10-19,CH-2007-10,CH-2003-10,310,206,508,Bundesrat 2007,0,0,NA,855,Bundesrat 2003,0,0,NA,0,0,43110,43110,14,I,Green Party of Switzerland,GPS/PES,eco ecologist,eco,0.096,0.074,141,NA,NA,NA,eco,NA,NA,NA,0.096,0.074,NA,NA,NA,NA,NA,NA,0.096,0.074,1,1,0,0,0,0,0,0,Junior Partner,Junior Partner,0,0,2,CH.2007
CH,Switzerland,2007,2007-10-21,2003-10-19,CH-2007-10,CH-2003-10,310,206,508,Bundesrat 2007,0,0,NA,855,Bundesrat 2003,0,0,NA,0,0,43120,43120,61,M,Green Liberal Party,GLP,eco ecologist,eco,0.014,NA,308,NA,NA,NA,eco,NA,NA,NA,0.014,NA,NA,NA,NA,NA,NA,NA,0.014,NA,2,NA,0,0,0,NA,NA,NA,Junior Partner,NA,0,NA,2,CH.2007
CH,Switzerland,2007,2007-10-21,2003-10-19,CH-2007-10,CH-2003-10,310,206,508,Bundesrat 2007,0,0,NA,855,Bundesrat 2003,0,0,NA,0,0,NA,43220,9,H,Swiss Party of Labour,NA,NA,lef,0.007,0.00891,1167,NA,NA,NA,lef,NA,NA,NA,0.007,0.007,NA,NA,NA,NA,NA,NA,0.007,0.007,NA,NA,0,0,0,0,0,0,Extra-parliamentary,Extra-parliamentary,0,0,2,CH.2007
CH,Switzerland,2007,2007-10-21,2003-10-19,CH-2007-10,CH-2003-10,310,206,508,Bundesrat 2007,0,0,NA,855,Bundesrat 2003,0,0,NA,0,0,43320,43320,3,C,"Sozialdemokratische Partei der Schweiz ""Parti Socialiste Suisse""",SPS/PSS,soc social democratic,soc,0.195,0.233,35,NA,NA,NA,soc,NA,NA,NA,0.195,0.233,NA,NA,NA,NA,NA,NA,0.195,0.233,2,1,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.2007
CH,Switzerland,2007,2007-10-21,2003-10-19,CH-2007-10,CH-2003-10,310,206,508,Bundesrat 2007,0,0,NA,855,Bundesrat 2003,0,0,NA,0,0,43420,43420,1,A,"Freisinnig-Demokratische Partei der Schweiz ""Parti Radical-Democratique Suisse""",FDP/PRD,lib liberal,lib,0.158,0.173,26,NA,NA,NA,lib,NA,NA,NA,0.158,0.173,NA,NA,NA,NA,NA,NA,0.158,0.173,2,1,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.2007
CH,Switzerland,2007,2007-10-21,2003-10-19,CH-2007-10,CH-2003-10,310,206,508,Bundesrat 2007,0,0,NA,855,Bundesrat 2003,0,0,NA,0,0,43520,43520,2,B,"Katholische Konservative / Christlichdemokratische Volkspartei ""Conservateurs catholiques / Parti démocrate-chrétien""",CVP/PDC,chr christian democrat,mrp,0.145,0.144,531,NA,NA,NA,mrp,NA,NA,NA,0.145,0.144,NA,NA,NA,NA,NA,NA,0.145,0.144,2,2,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.2007
CH,Switzerland,2007,2007-10-21,2003-10-19,CH-2007-10,CH-2003-10,310,206,508,Bundesrat 2007,0,0,NA,855,Bundesrat 2003,0,0,NA,0,0,43530,43530,7,G,Evangelical People's Party,EVP/PEV,chr christian democrat,mrp,0.024,0.023,602,NA,NA,NA,mrp,NA,NA,NA,0.024,0.023,NA,NA,NA,NA,NA,NA,0.024,0.023,1,1,0,0,0,0,0,0,Junior Partner,Junior Partner,0,0,2,CH.2007
CH,Switzerland,2007,2007-10-21,2003-10-19,CH-2007-10,CH-2003-10,310,206,508,Bundesrat 2007,0,0,NA,855,Bundesrat 2003,0,0,NA,0,0,43710,43710,16,NA,National Action for People and Fatherland,SD/DS,nat nationalist,nat,0.005,0.01,628,NA,NA,NA,nat,NA,NA,NA,0.005,0.01,NA,NA,NA,NA,NA,NA,0.005,0.01,2,2,NA,NA,NA,NA,NA,0,Junior Partner,Junior Partner,0,0,2,CH.2007
CH,Switzerland,2007,2007-10-21,2003-10-19,CH-2007-10,CH-2003-10,310,206,508,Bundesrat 2007,0,0,NA,855,Bundesrat 2003,0,0,NA,0,0,43711,43711,17,NA,Federal Democratic Union of Switzerland,EDU/UDF,NA,nat,0.01281,0.01252,1318,NA,NA,NA,mrp,NA,NA,NA,0.013,0.013,NA,NA,NA,NA,NA,NA,0.013,0.013,NA,NA,0,0,0,0,0,0,Extra-parliamentary,Extra-parliamentary,0,0,2,CH.2007
CH,Switzerland,2007,2007-10-21,2003-10-19,CH-2007-10,CH-2003-10,310,206,508,Bundesrat 2007,0,0,NA,855,Bundesrat 2003,0,0,NA,0,0,43810,43810,4,D,Swiss People's Party,SVP/UDC,agr agrarian,nat,0.289,0.267,750,NA,NA,NA,agr,NA,NA,NA,0.289,0.267,NA,NA,NA,NA,NA,NA,0.289,0.267,2,2,0,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.2007
CH,Switzerland,2007,2007-10-21,2003-10-19,CH-2007-10,CH-2003-10,310,206,508,Bundesrat 2007,0,0,NA,855,Bundesrat 2003,0,0,NA,0,0,43951,43951,18,K,Swiss Motorists' Party,NA,sip special issue,sip,0.001,0.0019,1602,NA,NA,NA,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,0,Extra-parliamentary,Extra-parliamentary,0,0,2,CH.2007
CH,Switzerland,2011,2011-10-23,2007-10-21,CH-2011-10,CH-2007-10,779,310,989,Bundesrat 2011,0,0,NA,903,Bundesrat 2008,0,0,NA,0,0,43110,43110,14,I,Green Party of Switzerland,GPS/PES,eco ecologist,eco,0.084,0.096,141,NA,NA,NA,eco,NA,NA,NA,0.0843,0.096,NA,NA,NA,NA,NA,NA,0.0843,0.096,1,1,0,0,0,0,0,0,Junior Partner,Junior Partner,0,0,2,CH.2011
CH,Switzerland,2011,2011-10-23,2007-10-21,CH-2011-10,CH-2007-10,779,310,989,Bundesrat 2011,0,0,NA,903,Bundesrat 2008,0,0,NA,0,0,43120,43120,61,M,Green Liberal Party,GLP,eco ecologist,eco,0.054,0.014,308,NA,NA,NA,eco,NA,NA,NA,0.0538,0.014,NA,NA,NA,NA,NA,NA,0.0538,0.014,2,2,0,0,0,0,0,0,Junior Partner,Junior Partner,0,0,2,CH.2011
CH,Switzerland,2011,2011-10-23,2007-10-21,CH-2011-10,CH-2007-10,779,310,989,Bundesrat 2011,0,0,NA,903,Bundesrat 2008,0,0,NA,0,0,43320,43320,3,C,"Sozialdemokratische Partei der Schweiz ""Parti Socialiste Suisse""",SPS/PSS,soc social democratic,soc,0.1872,0.195,35,NA,NA,NA,soc,NA,NA,NA,0.1872,0.195,NA,NA,NA,NA,NA,NA,0.1872,0.195,2,2,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.2011
CH,Switzerland,2011,2011-10-23,2007-10-21,CH-2011-10,CH-2007-10,779,310,989,Bundesrat 2011,0,0,NA,903,Bundesrat 2008,0,0,NA,0,0,43420,43420,1,A,"Freisinnig-Demokratische Partei der Schweiz ""Parti Radical-Democratique Suisse""",FDP/PLR,lib liberal,lib,0.151,0.158,26,NA,NA,NA,lib,NA,NA,NA,0.151,0.158,NA,NA,NA,NA,NA,NA,0.151,0.158,2,2,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.2011
CH,Switzerland,2011,2011-10-23,2007-10-21,CH-2011-10,CH-2007-10,779,310,989,Bundesrat 2011,0,0,NA,903,Bundesrat 2008,0,0,NA,0,0,43520,43520,2,B,"Katholische Konservative / Christlichdemokratische Volkspartei ""Conservateurs catholiques / Parti démocrate-chrétien""",CVP/PDC,chr christian democrat,mrp,0.123,0.145,531,NA,NA,NA,mrp,NA,NA,NA,0.123,0.145,NA,NA,NA,NA,NA,NA,0.123,0.145,2,2,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.2011
CH,Switzerland,2011,2011-10-23,2007-10-21,CH-2011-10,CH-2007-10,779,310,989,Bundesrat 2011,0,0,NA,903,Bundesrat 2008,0,0,NA,0,0,43530,43530,7,G,Evangelical People's Party,EVP/PEV,chr christian democrat,mrp,0.02,0.024,602,NA,NA,NA,mrp,NA,NA,NA,0.02,0.024,NA,NA,NA,NA,NA,NA,0.02,0.024,1,1,0,0,0,0,0,0,Junior Partner,Junior Partner,0,0,2,CH.2011
CH,Switzerland,2011,2011-10-23,2007-10-21,CH-2011-10,CH-2007-10,779,310,989,Bundesrat 2011,0,0,NA,903,Bundesrat 2008,0,0,NA,0,0,43810,43810,4,D,Swiss People's Party,SVP/UDC,agr agrarian,nat,0.266,0.289,750,NA,NA,NA,agr,NA,NA,NA,0.2656,0.289,NA,NA,NA,NA,NA,NA,0.2656,0.289,2,2,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.2011
CH,Switzerland,2011,2011-10-23,2007-10-21,CH-2011-10,CH-2007-10,779,310,989,Bundesrat 2011,0,0,NA,903,Bundesrat 2008,0,0,NA,0,0,43811,43811,60,N,Conservative Democratic Party,BDP/PBD,con conservative,mrp,0.054,NA,1213,NA,NA,NA,mrp,NA,NA,NA,0.0542,NA,NA,NA,NA,NA,NA,NA,0.0542,NA,2,NA,1,0,0,1,0,0,Junior Partner,NA,0,NA,2,CH.2011
CH,Switzerland,2011,2011-10-23,2007-10-21,CH-2011-10,CH-2007-10,779,310,989,Bundesrat 2011,0,0,NA,903,Bundesrat 2008,0,0,NA,0,0,43951,43951,18,K,Swiss Motorists' Party,NA,sip special issue,sip,0,0.001,1602,NA,NA,NA,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,0,Extra-parliamentary,Extra-parliamentary,0,0,2,CH.2011
CH,Switzerland,2011,2011-10-23,2007-10-21,CH-2011-10,CH-2007-10,779,310,989,Bundesrat 2011,0,0,NA,903,Bundesrat 2008,0,0,NA,0,0,NA,943431,10,NA,Solidarity,NA,NA,lef,NA,0.004,1226,NA,NA,NA,lef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Extra-parliamentary,Extra-parliamentary,0,0,2,CH.2011
CH,Switzerland,2011,2011-10-23,2007-10-21,CH-2011-10,CH-2007-10,779,310,989,Bundesrat 2011,0,0,NA,903,Bundesrat 2008,0,0,NA,0,0,NA,943436,9,H,Swiss Party of Labour,NA,NA,lef,0.005,0.007,1167,NA,NA,NA,lef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Extra-parliamentary,Extra-parliamentary,0,0,2,CH.2011
CH,Switzerland,2015,2015-10-18,2011-10-23,CH-2015-10,CH-2011-10,995,779,1212,Bundesrat 2015,0,0,NA,989,Bundesrat 2011,0,0,NA,0,0,43110,43110,14,I,Green Party of Switzerland,GPS/PES,eco ecologist,eco,0.071,0.084,141,NA,NA,NA,eco,NA,NA,NA,0.0706,0.0843,NA,NA,NA,NA,NA,NA,0.0706,0.0843,1,1,0,0,0,0,0,0,Junior Partner,Junior Partner,0,0,2,CH.2015
CH,Switzerland,2015,2015-10-18,2011-10-23,CH-2015-10,CH-2011-10,995,779,1212,Bundesrat 2015,0,0,NA,989,Bundesrat 2011,0,0,NA,0,0,43120,43120,61,M,Green Liberal Party,GLP,eco ecologist,eco,0.046,0.054,308,NA,NA,NA,eco,NA,NA,NA,0.0463,0.0538,NA,NA,NA,NA,NA,NA,0.0463,0.0538,2,2,0,0,0,0,0,0,Junior Partner,Junior Partner,0,0,2,CH.2015
CH,Switzerland,2015,2015-10-18,2011-10-23,CH-2015-10,CH-2011-10,995,779,1212,Bundesrat 2015,0,0,NA,989,Bundesrat 2011,0,0,NA,0,0,NA,43220,9,H,Swiss Party of Labour,NA,NA,lef,0.00401,0.007,1167,NA,NA,NA,lef,NA,NA,NA,0.0086,0.007,NA,NA,NA,NA,NA,NA,0.0086,0.007,NA,NA,0,0,0,NA,NA,0,Extra-parliamentary,Extra-parliamentary,0,0,2,CH.2015
CH,Switzerland,2015,2015-10-18,2011-10-23,CH-2015-10,CH-2011-10,995,779,1212,Bundesrat 2015,0,0,NA,989,Bundesrat 2011,0,0,NA,0,0,43320,43320,3,C,"Sozialdemokratische Partei der Schweiz ""Parti Socialiste Suisse""",SPS/PSS,soc social democratic,soc,0.1884,0.1872,35,NA,NA,NA,soc,NA,NA,NA,0.1884,0.1872,NA,NA,NA,NA,NA,NA,0.1884,0.1872,2,2,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.2015
CH,Switzerland,2015,2015-10-18,2011-10-23,CH-2015-10,CH-2011-10,995,779,1212,Bundesrat 2015,0,0,NA,989,Bundesrat 2011,0,0,NA,0,0,43420,43420,1,A,"Freisinnig-Demokratische Partei der Schweiz ""Parti Radical-Democratique Suisse""",FDP/PLR,lib liberal,lib,0.164,0.151,26,NA,NA,NA,lib,NA,NA,NA,0.164,0.151,NA,NA,NA,NA,NA,NA,0.164,0.151,2,2,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.2015
CH,Switzerland,2015,2015-10-18,2011-10-23,CH-2015-10,CH-2011-10,995,779,1212,Bundesrat 2015,0,0,NA,989,Bundesrat 2011,0,0,NA,0,0,43520,43520,2,B,"Katholische Konservative / Christlichdemokratische Volkspartei ""Conservateurs catholiques / Parti démocrate-chrétien""",CVP/PDC,chr christian democrat,mrp,0.1165,0.123,531,NA,NA,NA,mrp,NA,NA,NA,0.1165,0.123,NA,NA,NA,NA,NA,NA,0.1165,0.123,2,2,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.2015
CH,Switzerland,2015,2015-10-18,2011-10-23,CH-2015-10,CH-2011-10,995,779,1212,Bundesrat 2015,0,0,NA,989,Bundesrat 2011,0,0,NA,0,0,43530,43530,7,G,Evangelical People's Party,EVP/PEV,chr christian democrat,mrp,0.019,0.02,602,NA,NA,NA,mrp,NA,NA,NA,0.021,0.02,NA,NA,NA,NA,NA,NA,0.021,0.02,1,1,0,0,0,0,0,0,Junior Partner,Junior Partner,0,0,2,CH.2015
CH,Switzerland,2015,2015-10-18,2011-10-23,CH-2015-10,CH-2011-10,995,779,1212,Bundesrat 2015,0,0,NA,989,Bundesrat 2011,0,0,NA,0,0,43810,43810,4,D,Swiss People's Party,SVP/UDC,agr agrarian,nat,0.294,0.266,750,NA,NA,NA,agr,NA,NA,NA,0.2939,0.2656,NA,NA,NA,NA,NA,NA,0.2939,0.2656,2,2,1,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.2015
CH,Switzerland,2015,2015-10-18,2011-10-23,CH-2015-10,CH-2011-10,995,779,1212,Bundesrat 2015,0,0,NA,989,Bundesrat 2011,0,0,NA,0,0,43811,43811,60,N,Conservative Democratic Party,BDP/PBD,con conservative,mrp,0.041,0.054,1213,NA,NA,NA,mrp,NA,NA,NA,0.041,0.0542,NA,NA,NA,NA,NA,NA,0.041,0.0542,2,2,0,0,0,1,0,0,Junior Partner,Junior Partner,0,0,2,CH.2015
CH,Switzerland,2015,2015-10-18,2011-10-23,CH-2015-10,CH-2011-10,995,779,1212,Bundesrat 2015,0,0,NA,989,Bundesrat 2011,0,0,NA,0,0,43951,43951,18,K,Swiss Motorists' Party,NA,sip special issue,sip,0,0,1602,NA,NA,NA,nat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Extra-parliamentary,Extra-parliamentary,0,0,2,CH.2015
CH,Switzerland,2019,2019-10-20,2015-10-18,CH-2019-10,CH-2015-10,1083,995,1612,Bundesrat 2019,0,0,NA,1212,Bundesrat 2015,0,0,NA,0,0,43110,43110,50,E,Greens,NA,eco ecologist,eco,0.132,0.071,141,NA,NA,NA,eco,NA,NA,NA,0.132,0.0706,NA,NA,NA,NA,NA,NA,0.132,0.0706,1,1,0,0,0,0,0,0,Junior Partner,Junior Partner,0,0,2,CH.2019
